prompt,raw_data
"glowing jellyfish, highly detailed, digital art, sharp focus, trending on art station","{""image_uri"": ""PENDING"", ""modifiers"": [""glowing jellyfish"", ""highly detailed"", ""digital art"", ""sharp focus"", ""trending"", ""art station""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2049694735, ""width"": 512, ""height"": 768, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 8.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005597369187958895/1008048105800867840/glowing_jellyfish_highly_detailed_digital_art_sharp_focus_trending_on_art_station_-H_768_-C_8.0_-n_9_-i_-S_2049694735_ts-1660407796_idx-4.png"", ""timestamp"": 1660407796, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"ancient greek statues taking selfies and watching stone ipads, marble detailed, exploration, national geographic, volumetric lighting","{""image_uri"": ""PENDING"", ""modifiers"": [""ancient greek statues taking selfies"", ""watching stone ipads"", ""marble detailed"", ""exploration"", ""national geographic"", ""volumetric lighting""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2089570848, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005597163755151390/1007158195921362964/ancient_greek_statues_taking_selfies_and_watching_stone_ipads_marble_detailed_exploration_national_geographic_volumetric_lighting_-n_6_-i_-S_2089570848_ts-1660195625_idx-2.png"", ""timestamp"": 1660195625, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 6}}"
"ancient greek statues taking selfies and watching stone ipads, marble detailed, exploration, national geographic, volumetric lighting","{""image_uri"": ""PENDING"", ""modifiers"": [""ancient greek statues taking selfies"", ""watching stone ipads"", ""marble detailed"", ""exploration"", ""national geographic"", ""volumetric lighting""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2089570848, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005597163755151390/1007158195359338516/ancient_greek_statues_taking_selfies_and_watching_stone_ipads_marble_detailed_exploration_national_geographic_volumetric_lighting_-n_6_-i_-S_2089570848_ts-1660195625_idx-0.png"", ""timestamp"": 1660195625, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 6}}"
"teddybear surrounded by bubbles, vector art, crochet, cute, art print, lithography","{""image_uri"": ""PENDING"", ""modifiers"": [""teddybear surrounded"", ""bubbles"", ""vector art"", ""crochet"", ""cute"", ""art print"", ""lithography""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1499757147, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005625691146047548/1008799312588841001/teddybear_surrounded_by_bubbles_vector_art_crochet_cute_art_print_lithography_-n_9_-i_-S_1499757147_ts-1660586896_idx-6.png"", ""timestamp"": 1660586896, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"painting of a old man walking through the streets of ruined london city 1 9 8 4 edward hopper and james gilleard zdzisław beksinski in the style of francis bacon, surreal, norman rockwell and malcolm liepke james jean, greg hildebrandt, and mark brooks, triadic color scheme, by greg rutkowski, in the style of syd mead","{""image_uri"": ""PENDING"", ""modifiers"": [""painting"", ""old man walking"", ""streets"", ""ruined london city 1 9 8 4 edward hopper"", ""james gilleard zdzisław beksinski"", ""style"", ""francis bacon"", ""surreal"", ""norman rockwell"", ""malcolm liepke james jean"", ""greg hildebrandt"", ""mark brooks"", ""triadic color scheme"", ""greg rutkowski"", ""style"", ""syd mead""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2483872526, ""width"": 512, ""height"": 704, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627862721769512/1007620269415874650/painting_of_a_old_man_walking_through_the_streets_of_ruined_london_city_1_9_8_4_edward_hopper_and_james_gilleard_zdzisaw_beksinski_in_the_style_of_-H_704_-n_9_-i_-S_2483872526_ts-1660305792_idx-0.png"", ""timestamp"": 1660305792, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"a metallic crystal creature, 4K HD, Y2K","{""image_uri"": ""PENDING"", ""modifiers"": [""metallic crystal creature"", ""4 k hd"", ""y2 k""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1184752293, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005596500845404301/1006987049494130810/a_metallic_crystal_creature_4K_HD_Y2K_-n_9_-i_-S_1184752293_ts-1660154819_idx-7.png"", ""timestamp"": 1660154819, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"beautiful portrait commission of a albino male furry anthro lion wearing a tiger striped jacket. vaporwave city at night in the rain. Neon light. Atmospheric. Character design by charlie bowater, ross tran, artgerm, and makoto shinkai, detailed, inked, western comic book art","{""image_uri"": ""PENDING"", ""modifiers"": [""beautiful portrait commission"", ""albino male furry anthro lion wearing"", ""tiger striped jacket vaporwave city"", ""night"", ""rain neon light atmospheric character design"", ""charlie bowater"", ""ross tran"", ""artgerm"", ""makoto shinkai"", ""detailed"", ""inked"", ""western comic book art""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 778, ""width"": 512, ""height"": 704, ""content"": """", ""is_grid"": 0, ""num_step"": 100, ""cfg_scale"": 10.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005597339609743362/1006148109123985519/beautiful_portrait_commission_of_a_albino_male_furry_anthro_lion_wearing_a_tiger_striped_jacket._vaporwave_city_at_night_in_the_rain._Neon_-H_704_-C_10.0_-n_6_-i_-s_100_-S_778_ts-1659954802_idx-1.png"", ""timestamp"": 1659954802, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 6}}"
jonathan ive dieter rams mooncake � handbag � � packaging,"{""image_uri"": ""PENDING"", ""modifiers"": [""jonathan"", ""ve dieter rams mooncake � handbag � � packaging""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2079346432, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626617982357614/1007727082358439956/jonathan_ive_dieter_rams_mooncake_handbag_packaging_-n_9_-i_-S_2079346432_ts-1660331258_idx-4.png"", ""timestamp"": 1660331258, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"Amazing girl in underwear holds a camera, fine art portrait photography by Sarah Moon","{""image_uri"": ""PENDING"", ""modifiers"": [""amazing girl"", ""underwear holds"", ""camera"", ""fine art portrait photography"", ""sarah moon""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1420463319, ""width"": 512, ""height"": 704, ""content"": """", ""is_grid"": 0, ""num_step"": 150, ""cfg_scale"": 10.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626617982357614/1007041529950511224/Amazing_girl_in_underwear_holds_a_camera_fine_art_portrait_photography_by_Sarah_Moon_-H_704_-C_10.0_-n_9_-i_-s_150_-S_1420463319_ts-1660167800_idx-5.png"", ""timestamp"": 1660167800, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
lots of different cartoon animals in lots of different styles,"{""image_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/062e2160-48ca-440f-95fa-c56fdb37cf03.png"", ""modifiers"": [""lots"", ""different cartoon animals"", ""lots"", ""different styles""], ""thumbnail_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/062e2160-48ca-440f-95fa-c56fdb37cf03_thumbnail.webp"", ""raw_discord_data"": {""width"": 512, ""height"": 1024, ""content"": ""Dreamt in `86.28s` for `!dream \""lots of different cartoon animals in lots of different styles\"" -H 1024 -n 6 -i -S 3958469896` The seeds for each individual image are: [3958469896, 2405283071, 29629049, 2360177919, 1893878911, 46783991]"", ""image_uri"": ""https://cdn.discordapp.com/attachments/1005625691146047548/1005840033967767593/lots_of_different_cartoon_animals_in_lots_of_different_styles_-H_1024_-n_6_-i_-S_3958469896_ts-1659881325_idx-1.png"", ""content_type"": ""image/png"", ""image_proxy_uri"": ""https://media.discordapp.net/attachments/1005625691146047548/1005840033967767593/lots_of_different_cartoon_animals_in_lots_of_different_styles_-H_1024_-n_6_-i_-S_3958469896_ts-1659881325_idx-1.png""}}"
"a detailed manga illustration character full body portrait of a dark haired cyborg anime man surrounded by clouds of dark smoke and fire, trending on artstation, digital art, 4 k resolution, detailed, high quality, sharp focus, hq artwork, insane detail, concept art, character concept, character illustration, full body illustration, perfect anatomy, cinematic, volumetric lighting","{""image_uri"": ""PENDING"", ""modifiers"": [""detailed manga illustration character"", ""body portrait"", ""dark haired cyborg anime man surrounded"", ""clouds"", ""dark smoke"", ""fire"", ""trending"", ""artstation"", ""digital art"", ""4 k resolution"", ""detailed"", ""high quality"", ""sharp focus"", ""hq artwork"", ""insane detail"", ""concept art"", ""character concept"", ""character illustration"", ""body illustration"", ""perfect anatomy"", ""cinematic"", ""volumetric lighting""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3364251187, ""width"": 704, ""height"": 960, ""content"": """", ""is_grid"": 0, ""num_step"": 150, ""cfg_scale"": 25.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627160410722305/1007765473242386512/a_detailed_manga_illustration_character_full_body_portrait_of_a_dark_haired_cyborg_anime_man_surrounded_by_clouds_of_dark_smo_-H_960_-W_704_-C_25.0_-n_9_-i_-s_150_-S_3364251187_ts-1660340410_idx-4.png"", ""timestamp"": 1660340410, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"beautiful render of a landscape, unreal engine, first light, majestic mountains, lake, lush grass, beautiful sunrise, hunters standing with their backs turned, soft light, by greg rutkowski, cgsociety","{""image_uri"": ""PENDING"", ""modifiers"": [""beautiful render"", ""landscape"", ""unreal engine"", ""light"", ""majestic mountains"", ""lake"", ""lush grass"", ""beautiful sunrise"", ""hunters standing"", ""backs turned"", ""soft light"", ""greg rutkowski"", ""cgsociety""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 555033212, ""width"": 1536, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627987435192381/1008448707471081533/beautiful_render_of_a_landscape_unreal_engine_first_light_majestic_mountains_lake_lush_grass_beautiful_sunrise_hunters_standing_with_their_b_-W_1536_-n_5_-i_-S_555033212_ts-1660503307_idx-1.png"", ""timestamp"": 1660503307, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 5}}"
"dynamic portrait of a beautiful cosmic cultist in space, high detail, realism, digital art, dramatic lighting, high contrast, artstation, 4k","{""image_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/2c6e580d-66a9-47f7-b7c8-bef0cabb3118.png"", ""modifiers"": [""dynamic portrait"", ""beautiful cosmic cultist"", ""space"", ""high detail"", ""realism"", ""digital art"", ""dramatic lighting"", ""high contrast"", ""artstation"", ""4k""], ""thumbnail_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/2c6e580d-66a9-47f7-b7c8-bef0cabb3118_thumbnail.webp"", ""raw_discord_data"": {""width"": 512, ""height"": 512, ""content"": ""Dreamt in `30.14s` for `!dream \""dynamic portrait of a beautiful cosmic cultist in space, high detail, realism, digital art, dramatic lighting, high contrast, artstation, 4k\"" -n 6 -i -S 4086050105` The seeds for each individual image are: [4086050105, 2578943743, 2746258431, 4221253887, 3930369535, 1101972607]"", ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626976016531567/1006230231289450627/dynamic_portrait_of_a_beautiful_cosmic_cultist_in_space_high_detail_realism_digital_art_dramatic_lighting_high_contrast_artstation_4k_-n_6_-i_-S_4086050105_ts-1659974379_idx-1.png"", ""content_type"": ""image/png"", ""image_proxy_uri"": ""https://media.discordapp.net/attachments/1005626976016531567/1006230231289450627/dynamic_portrait_of_a_beautiful_cosmic_cultist_in_space_high_detail_realism_digital_art_dramatic_lighting_high_contrast_artstation_4k_-n_6_-i_-S_4086050105_ts-1659974379_idx-1.png""}}"
"pencil drawing of a beautiful greek goddess aphrodite wearing a laurel wreath and arrowhead earrings, beautiful confident and piercing eyes, beautiful blonde hair, hyper realistic face, in the style of greg rutkowski, fantasy, amazing detail, epic, elegant, smooth, sharp focus, from the front","{""image_uri"": ""PENDING"", ""modifiers"": [""pencil drawing"", ""beautiful greek goddess aphrodite wearing"", ""laurel wreath"", ""arrowhead earrings"", ""beautiful confident"", ""piercing eyes"", ""beautiful blonde hair"", ""hyper realistic face"", ""style"", ""greg rutkowski"", ""fantasy"", ""amazing detail"", ""epic"", ""elegant"", ""smooth"", ""sharp focus""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 4019534653, ""width"": 512, ""height"": 640, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005597469645742170/1008429770633134162/pencil_drawing_of_a_beautiful_greek_goddess_aphrodite_wearing_a_laurel_wreath_and_arrowhead_earrings_beautiful_confident_and_piercing_eyes_beauti_-H_640_-n_9_-i_-S_4019534653_ts-1660498792_idx-3.png"", ""timestamp"": 1660498792, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
��,"{""image_uri"": ""PENDING"", ""modifiers"": [""� �""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3433493895, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627862721769512/1007058707974197278/-n_9_-i_-S_3433493895_ts-1660171904_idx-5.png"", ""timestamp"": 1660171904, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
the first human ever born,"{""image_uri"": ""PENDING"", ""modifiers"": [""human"", ""born""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2360383052, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626829094264952/1007035314486906951/the_first_human_ever_born_-n_9_-i_-S_2360383052_ts-1660166327_idx-3.png"", ""timestamp"": 1660166327, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"girl bikiny fit body, chrome, reflect, ultra realistic!!!, clear weather, golden hour, sharp focus","{""image_uri"": ""PENDING"", ""modifiers"": [""girl bikiny fit body"", ""chrome"", ""reflect"", ""ultra realistic"", ""clear weather"", ""golden hour"", ""sharp focus""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 868243431, ""width"": 768, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 9.5, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005512133070557194/1008394146727333898/girl_bikiny_fit_body_chrome_reflect_ultra_realistic_clear_weather_golden_hour_sharp_focus_-W_768_-C_9.5_-n_9_-i_-S_868243431_ts-1660490298_idx-5.png"", ""timestamp"": 1660490298, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"Beautiful Delicate Detailed portrait of sun summer woman, With Magical golden eyes by Tom Bagshaw, Bastien Lecouffe Deharme, Erik Johansson, Amanda Sage, Alex Grey, Alphonse Mucha, Harry Clarke, Josephine Wall and Pino Daeni, Delicate winter frozen creature With long golden Hair and Magical Sparkling Eyes, Magic Particles; Magic Swirls, in a out of this world magical summer landscape, 4K; 64 megapixels; 8K resolution concept art; detailed painting; digital illustration; hyperrealism; trending on Artstation; Unreal Engine Photorealistic, lifelike, Unreal Engine, sharp, sharpness, detailed, 8K","{""image_uri"": ""PENDING"", ""modifiers"": [""beautiful delicate detailed portrait"", ""sun summer woman"", ""magical golden eyes"", ""tom bagshaw"", ""bastien lecouffe deharme"", ""erik johansson"", ""amanda sage"", ""alex grey"", ""alphonse mucha"", ""harry clarke"", ""josephine wall"", ""pino daeni"", ""delicate winter frozen creature"", ""long golden hair"", ""magical sparkling eyes"", ""magic particles magic swirls"", ""world magical summer landscape"", ""4 k 64 megapixels 8 k resolution concept art detailed painting digital illustration hyperrealism trending"", ""artstation unreal engine photorealistic"", ""lifelike"", ""unreal engine"", ""sharp"", ""sharpness"", ""detailed"", ""8 k""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 4257413951, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627746363396236/1007096531163295774/Beautiful_Delicate_Detailed_portrait_of_sun_summer_woman_With_Magical_golden_eyes_by_Tom_Bagshaw_Bastien_Lecouffe_Deharme_Erik_Johansson_Amanda_Sage_-n_9_-i_-S_4257413951_ts-1660180922_idx-0.png"", ""timestamp"": 1660180922, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"highly detailed cyberpunk new york city, high definition beksinski painting","{""image_uri"": ""PENDING"", ""modifiers"": [""highly detailed cyberpunk new york city"", ""high definition beksinski painting""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2170916649, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627024834043904/1007760228059721738/highly_detailed_cyberpunk_new_york_city_high_definition_beksinski_painting_-n_9_-i_-S_2170916649_ts-1660339160_idx-4.png"", ""timestamp"": 1660339160, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"A single dragon with half open wings breathing fire on the top of a mountain, epic composition, detailed and intricate image, cinematic, 4K","{""image_uri"": ""PENDING"", ""modifiers"": [""single dragon"", ""half open wings breathing fire"", ""mountain"", ""epic composition"", ""detailed"", ""intricate image"", ""cinematic"", ""4 k""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3695827199, ""width"": 1024, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627746363396236/1006273600803852348/A_single_dragon_with_half_open_wings_breathing_fire_on_the_top_of_a_mountain_epic_composition_detailed_and_intricate_image_cinematic_4K_-W_1024_-n_9_-i_-S_3695827199_ts-1659984720_idx-3.png"", ""timestamp"": 1659984720, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"the'other mother'from'coraline ', full body, pose, stop frame animation, full figured, detailed, realistic, neil gainman,","{""image_uri"": ""PENDING"", ""modifiers"": [""the other mother from coraline"", ""body"", ""pose"", ""stop frame animation"", ""figured"", ""detailed"", ""realistic"", ""neil gainman""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2183406099, ""width"": 1024, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627087513714739/1008667862820470824/theother_motherfromcoraline__full_body_pose_stop_frame_animation_full_figured_detailed_realistic_neil_gainman_-W_1024_-n_9_-i_-S_2183406099_ts-1660555557_idx-4.png"", ""timestamp"": 1660555557, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"a scene of a beautiful intricate epic futuristic pharaoh city with a cyber sphynx and hovering chariots taken from a distance, minimalist, cinematic lighting","{""image_uri"": ""PENDING"", ""modifiers"": [""scene"", ""beautiful intricate epic futuristic pharaoh city"", ""cyber sphynx"", ""hovering chariots taken"", ""distance"", ""minimalist"", ""cinematic lighting""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 909510409, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005597469645742170/1008654236248199248/a_scene_of_a_beautiful_intricate_epic_futuristic_pharaoh_city_with_a_cyber_sphynx_and_hovering_chariots_taken_from_a_distance_minimalist_cinematic_lighti_-n_9_-i_-S_909510409_ts-1660552309_idx-6.png"", ""timestamp"": 1660552309, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"ancient persian super hero the rostam by ferdowsi on mountain damavand peak, art by greg rutkowski, dark fantasy art, high detail, trending on artstation, insane details, dramatic lighting,","{""image_uri"": ""PENDING"", ""modifiers"": [""ancient persian super hero"", ""rostam"", ""ferdowsi"", ""mountain damavand peak"", ""art"", ""greg rutkowski"", ""dark fantasy art"", ""high detail"", ""trending"", ""artstation"", ""insane details"", ""dramatic lighting""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 541705382, ""width"": 512, ""height"": 768, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627909702164560/1008076237836652584/ancient_persian_super_hero_the_rostam_by_ferdowsi_on_mountain_damavand_peak_art_by_greg_rutkowski_dark_fantasy_art_high_detail_trending_on_artst_-H_768_-n_6_-i_-S_541705382_ts-1660414503_idx-1.png"", ""timestamp"": 1660414503, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 6}}"
"an industrial design render of an advanced robotic armadillo curled up behind a snail, industrial, biomimetic, bionic, 3D octane render, 8K, artstation","{""image_uri"": ""PENDING"", ""modifiers"": [""industrial design render"", ""advanced robotic armadillo curled"", ""snail"", ""industrial"", ""biomimetic"", ""bionic"", ""3d octane render"", ""8 k"", ""artstation""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 4044221951, ""width"": 768, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005625691146047548/1006365136946217090/an_industrial_design_render_of_an_advanced_robotic_armadillo_curled_up_behind_a_snail_industrial_biomimetic_bionic_3D_octane_render_8K_artsta_-W_768_-n_9_-i_-S_4044221951_ts-1660006545_idx-1.png"", ""timestamp"": 1660006545, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"a beautiful artwork illustration, spaceship hyperdrive speed, high contrast, high contrast, high contrast, vibrant colors, vivid colors, high saturation, by Greg Rutkowski and Jesper Ejsing and Raymond Swanland, featured on artstation, wide angle, vertical orientation","{""image_uri"": ""PENDING"", ""modifiers"": [""beautiful artwork illustration"", ""spaceship hyperdrive speed"", ""high contrast"", ""high contrast"", ""high contrast"", ""vibrant colors"", ""vivid colors"", ""high saturation"", ""greg rutkowski"", ""jesper ejsing"", ""raymond swanland"", ""featured"", ""artstation"", ""wide angle"", ""vertical orientation""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3531399087, ""width"": 512, ""height"": 832, ""content"": """", ""is_grid"": 0, ""num_step"": 150, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005595971306127470/1006459534086262834/a_beautiful_artwork_illustration_spaceship_hyperdrive_speed_high_contrast_high_contrast_high_contrast_vibrant_colors_vivid_colors_hig_-H_832_-n_9_-i_-s_150_-S_3531399087_ts-1660029051_idx-3.png"", ""timestamp"": 1660029051, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
there was once a samurai who multiples 4 7 times. each time he multiplied parts of his body became a pepper. each finger held 4 7 cards and then each card was stolen by aliens who hitchhiked a ufo with christmas lights and laughed so hard that they fell off to planet mars! oil painting 1 5 0 mpx,"{""image_uri"": ""PENDING"", ""modifiers"": [""samurai"", ""multiples 4 7 times"", ""time"", ""multiplied parts"", ""body"", ""pepper"", ""finger held 4 7 cards"", ""card"", ""stolen"", ""aliens"", ""hitchhiked"", ""ufo"", ""christmas lights"", ""laughed"", ""hard"", ""fell"", ""planet mars oil painting 1 5 0 mpx""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 90157496, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626617982357614/1007141282352730193/there_was_once_a_samurai_who_multiples_4_7_times._each_time_he_multiplied_parts_of_his_body_became_a_pepper._each_finger_held_4_7_cards_and_then_each_card_w_-n_9_-i_-S_90157496_ts-1660191592_idx-1.png"", ""timestamp"": 1660191592, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
creature sushi roots cactus elemental flush of force nature micro world fluo light deepdream illumination ray tracing hdr fanart arstation by sung choi and eric pfeiffer and gabriel garza and casper konefal,"{""image_uri"": ""PENDING"", ""modifiers"": [""creature sushi roots cactus elemental flush"", ""force nature micro world fluo light deepdream illumination ray tracing hdr fanart arstation"", ""sung choi"", ""eric pfeiffer"", ""gabriel garza"", ""casper konefal""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 642190841, ""width"": 512, ""height"": 768, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627862721769512/1007343711799226420/creature_sushi_roots_cactus_elemental_flush_of_force_nature_micro_world_fluo_light_deepdream_illumination_ray_tracing_hdr_fanart_arstation_by_sung_c_-H_768_-n_9_-i_-S_642190841_ts-1660239855_idx-2.png"", ""timestamp"": 1660239855, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"A beautiful portrait of a Deepika Padukone as santanico pandemonium from the movie from dusk till dawn, movie still, vibrant color scheme, highly detailed, in the style of cinematic, artstation, Greg rutkowski UHD 8K","{""image_uri"": ""PENDING"", ""modifiers"": [""beautiful portrait"", ""deepika padukone"", ""santanico pandemonium"", ""movie"", ""dusk till dawn"", ""movie"", ""vibrant color scheme"", ""highly detailed"", ""style"", ""cinematic"", ""artstation"", ""greg rutkowski uhd 8 k""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2305881166, ""width"": 512, ""height"": 704, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005597086756122644/1005699328330973204/A_beautiful_portrait_of_a_Deepika_Padukone_as_santanico_pandemonium_from_the_movie_from_dusk_till_dawn_movie_still_vibrant_color_scheme_highly_d_-H_704_-n_9_-i_-S_2305881166_ts-1659847792_idx-5.png"", ""timestamp"": 1659847792, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
